CONCEPT	escalator	falcon	fan_(appliance)	faucet	fawn	fence	finch	flamingo	flea	flute	football	fork	fox	freezer	fridge	frog	garage	garlic	gate	giraffe	gloves	goat	goldfish	goose	gopher	gorilla	gown	grape	grapefruit	grasshopper	grater	grenade	groundhog	guitar	gun	guppy	hammer	hamster	hare	harmonica	harp	harpoon	harpsichord	hatchet	hawk	helicopter	helmet	hoe	honeydew	hook	hornet	horse	hose	hose_(leggings)	house	housefly	hut	hyena	iguana	inn	jacket	jar	jeans	jeep	jet	kettle	key	keyboard_(musical)	kite	knife	ladle	lamb	lamp	lantern	lemon	leopard	leotards	lettuce	level	lime	limousine	lion	lobster	machete	mackerel	magazine	mandarin	marble	mat	medal	menu	microscope	microwave	mink	mink_(coat)	minnow	mirror	missile	mittens	mixer	mole_(animal)	moose	moth	motorcycle	mouse	mouse_(computer)	mug	mushroom	muzzle	napkin	necklace	nectarine	nightgown	nightingale	nylons	oak	octopus	olive	onions	orange	oriole	ostrich	otter	oven	owl	ox	paintbrush	pajamas	pan	panther	pants	parakeet	parka	parsley	partridge	peach	peacock	pear	pearl	peas	peg	pelican	pen	pencil	penguin	pepper	perch	pheasant	piano	pickle	pie	pier	pig	pigeon	pillow	pin	pine	pineapple	pipe_(plumbing)	pipe_(smoking)	pistol	plate	platypus	pliers	plug_(electric)	plum	pony	porcupine	pot	potato	projector	prune	pumpkin	pyramid	python	rabbit	raccoon	racquet	radio	radish	raft	raisin	rake	raspberry	rat	rattle	rattlesnake	raven	razor	revolver	rhubarb	rice	rifle	ring_(jewelry)	robe	robin	rock	rocker	rocket	rooster
goose	0.000	0.733	0.000	0.000	0.064	0.045	0.630	0.491	0.037	0.000	0.000	0.000	0.086	0.066	0.068	0.023	0.026	0.080	0.000	0.051	0.000	0.092	0.017	1.000	0.093	0.121	0.000	0.012	0.037	0.071	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.059	0.062	0.000	0.040	0.000	0.022	0.000	0.675	0.000	0.000	0.000	0.000	0.000	0.227	0.115	0.000	0.000	0.031	0.200	0.000	0.097	0.024	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.079	0.000	0.000	0.000	0.193	0.000	0.000	0.000	0.110	0.000	0.069	0.000	0.000	0.076	0.109	0.091	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.034	0.000	0.053	0.000	0.000	0.083	0.125	0.229	0.000	0.077	0.000	0.027	0.105	0.000	0.066	0.000	0.000	0.000	0.737	0.000	0.026	0.111	0.022	0.066	0.000	0.728	0.488	0.071	0.000	0.532	0.156	0.000	0.000	0.000	0.061	0.000	0.538	0.036	0.031	0.830	0.019	0.702	0.069	0.118	0.014	0.000	0.708	0.000	0.000	0.488	0.000	0.127	0.760	0.076	0.050	0.062	0.024	0.081	0.718	0.019	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.176	0.000	0.000	0.025	0.054	0.086	0.000	0.023	0.000	0.000	0.034	0.066	0.046	0.136	0.126	0.000	0.000	0.000	0.000	0.020	0.000	0.042	0.061	0.000	0.022	0.769	0.000	0.000	0.041	0.194	0.000	0.000	0.000	0.497	0.000	0.000	0.049	0.531
gopher	0.000	0.064	0.000	0.000	0.309	0.000	0.134	0.071	0.169	0.039	0.059	0.000	0.536	0.000	0.000	0.120	0.000	0.034	0.000	0.241	0.000	0.353	0.162	0.093	1.000	0.187	0.000	0.047	0.000	0.075	0.039	0.057	0.673	0.000	0.000	0.127	0.000	0.554	0.384	0.068	0.000	0.000	0.000	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.277	0.000	0.000	0.054	0.122	0.184	0.388	0.116	0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.000	0.310	0.000	0.000	0.000	0.050	0.000	0.264	0.131	0.000	0.000	0.000	0.065	0.109	0.057	0.000	0.000	0.000	0.000	0.306	0.059	0.221	0.000	0.000	0.000	0.000	0.705	0.348	0.093	0.000	0.384	0.086	0.000	0.111	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.033	0.111	0.038	0.000	0.000	0.000	0.040	0.455	0.000	0.137	0.430	0.000	0.000	0.000	0.234	0.035	0.030	0.000	0.000	0.072	0.000	0.131	0.000	0.073	0.124	0.093	0.095	0.000	0.000	0.148	0.000	0.128	0.105	0.000	0.000	0.000	0.000	0.264	0.104	0.000	0.130	0.000	0.000	0.000	0.000	0.066	0.000	0.311	0.000	0.000	0.101	0.345	0.489	0.000	0.045	0.000	0.074	0.000	0.000	0.067	0.291	0.348	0.000	0.000	0.107	0.000	0.186	0.000	0.060	0.283	0.000	0.076	0.107	0.000	0.000	0.000	0.169	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.218
gorilla	0.022	0.118	0.000	0.000	0.101	0.000	0.000	0.041	0.043	0.095	0.000	0.000	0.200	0.096	0.098	0.047	0.087	0.000	0.000	0.162	0.000	0.153	0.035	0.121	0.187	1.000	0.239	0.000	0.065	0.000	0.000	0.020	0.276	0.000	0.056	0.000	0.000	0.135	0.068	0.000	0.132	0.143	0.074	0.000	0.133	0.000	0.000	0.058	0.000	0.000	0.095	0.346	0.255	0.000	0.104	0.050	0.000	0.257	0.049	0.000	0.000	0.000	0.000	0.000	0.105	0.000	0.000	0.070	0.000	0.028	0.000	0.107	0.000	0.000	0.000	0.323	0.000	0.000	0.000	0.000	0.295	0.389	0.076	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.244	0.031	0.036	0.000	0.101	0.000	0.000	0.167	0.405	0.000	0.039	0.093	0.000	0.090	0.000	0.000	0.000	0.098	0.000	0.208	0.000	0.000	0.122	0.173	0.083	0.000	0.000	0.028	0.108	0.175	0.014	0.060	0.539	0.090	0.000	0.000	0.238	0.064	0.000	0.119	0.000	0.042	0.000	0.156	0.000	0.025	0.000	0.000	0.178	0.177	0.062	0.129	0.099	0.036	0.061	0.111	0.000	0.000	0.078	0.151	0.061	0.000	0.000	0.000	0.000	0.179	0.000	0.021	0.000	0.292	0.000	0.021	0.000	0.149	0.211	0.000	0.000	0.000	0.000	0.112	0.221	0.402	0.232	0.292	0.000	0.000	0.000	0.000	0.033	0.077	0.000	0.078	0.000	0.265	0.172	0.000	0.044	0.059	0.000	0.107	0.000	0.169	0.000	0.000	0.000	0.294	0.127
gown	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.239	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.140	0.000	0.000	0.000	0.000	0.027	0.057	0.000	0.000	0.000	0.000	0.249	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.175	0.000	0.107	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.304	0.000	0.000	0.000	0.187	0.000	0.000	0.118	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.070	0.062	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.156	0.000	0.443	0.000	0.354	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.055	0.000	0.000	0.319	0.000	0.060	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.000	0.000	0.239	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.176	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.207	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.205	0.000	0.000	0.000	0.058	0.000	0.078	0.000	0.308	0.000	0.000	0.000	0.129	0.000
grape	0.000	0.000	0.000	0.000	0.043	0.000	0.060	0.000	0.076	0.018	0.018	0.000	0.092	0.000	0.000	0.197	0.000	0.059	0.000	0.000	0.000	0.000	0.046	0.012	0.047	0.000	0.000	1.000	0.300	0.219	0.018	0.185	0.040	0.000	0.000	0.057	0.000	0.066	0.018	0.030	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.489	0.000	0.000	0.000	0.174	0.000	0.024	0.041	0.083	0.000	0.150	0.044	0.000	0.000	0.000	0.054	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.022	0.000	0.000	0.294	0.000	0.000	0.206	0.000	0.521	0.000	0.000	0.163	0.000	0.012	0.000	0.411	0.128	0.026	0.019	0.000	0.000	0.000	0.040	0.000	0.080	0.000	0.000	0.000	0.000	0.067	0.000	0.024	0.000	0.058	0.038	0.000	0.047	0.000	0.000	0.000	0.383	0.000	0.000	0.000	0.000	0.026	0.290	0.081	0.429	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.014	0.000	0.280	0.015	0.364	0.000	0.465	0.098	0.318	0.073	0.000	0.057	0.000	0.017	0.000	0.072	0.032	0.000	0.372	0.113	0.000	0.008	0.000	0.000	0.058	0.163	0.360	0.069	0.000	0.029	0.089	0.000	0.000	0.000	0.516	0.048	0.044	0.023	0.040	0.000	0.434	0.227	0.000	0.000	0.042	0.023	0.019	0.000	0.135	0.000	0.268	0.000	0.477	0.017	0.017	0.041	0.000	0.000	0.000	0.290	0.089	0.000	0.059	0.000	0.014	0.000	0.000	0.028	0.039
grapefruit	0.000	0.023	0.000	0.000	0.021	0.000	0.041	0.128	0.000	0.000	0.023	0.000	0.000	0.050	0.037	0.000	0.025	0.012	0.000	0.050	0.000	0.000	0.000	0.037	0.000	0.065	0.000	0.300	1.000	0.018	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.021	0.000	0.038	0.000	0.000	0.000	0.358	0.000	0.076	0.051	0.039	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.739	0.026	0.000	0.073	0.000	0.457	0.018	0.058	0.045	0.000	0.018	0.000	0.359	0.103	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.026	0.045	0.000	0.000	0.000	0.341	0.000	0.000	0.000	0.025	0.070	0.087	0.071	0.622	0.000	0.027	0.000	0.000	0.000	0.059	0.000	0.000	0.037	0.000	0.000	0.000	0.034	0.026	0.023	0.370	0.017	0.438	0.085	0.121	0.041	0.036	0.039	0.055	0.000	0.000	0.050	0.048	0.017	0.192	0.124	0.023	0.098	0.000	0.000	0.000	0.000	0.446	0.089	0.000	0.000	0.115	0.000	0.000	0.000	0.350	0.000	0.000	0.030	0.045	0.000	0.329	0.186	0.064	0.026	0.025	0.000	0.024	0.000	0.049	0.000	0.208	0.000	0.337	0.000	0.022	0.000	0.013	0.000	0.000	0.181	0.065	0.000	0.077	0.000	0.000	0.000	0.000	0.083	0.019
grasshopper	0.000	0.096	0.000	0.000	0.150	0.000	0.148	0.096	0.260	0.016	0.000	0.000	0.072	0.000	0.000	0.360	0.000	0.030	0.000	0.028	0.000	0.099	0.042	0.071	0.075	0.000	0.000	0.219	0.018	1.000	0.016	0.200	0.037	0.000	0.000	0.053	0.000	0.075	0.110	0.028	0.000	0.000	0.000	0.025	0.085	0.000	0.000	0.000	0.120	0.000	0.212	0.077	0.194	0.000	0.022	0.289	0.077	0.000	0.232	0.041	0.000	0.000	0.000	0.073	0.075	0.000	0.038	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.299	0.000	0.340	0.000	0.000	0.058	0.000	0.023	0.000	0.027	0.045	0.024	0.000	0.000	0.000	0.000	0.037	0.000	0.083	0.000	0.014	0.000	0.000	0.062	0.061	0.387	0.000	0.078	0.036	0.000	0.073	0.000	0.000	0.000	0.013	0.000	0.085	0.000	0.000	0.050	0.302	0.053	0.000	0.079	0.113	0.013	0.000	0.062	0.000	0.000	0.000	0.000	0.000	0.060	0.081	0.000	0.373	0.103	0.021	0.010	0.272	0.030	0.344	0.039	0.059	0.000	0.000	0.037	0.000	0.092	0.107	0.000	0.291	0.067	0.000	0.060	0.109	0.000	0.054	0.219	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.069	0.116	0.041	0.000	0.025	0.000	0.031	0.000	0.000	0.000	0.056	0.021	0.000	0.000	0.044	0.000	0.077	0.000	0.070	0.071	0.000	0.089	0.077	0.000	0.000	0.200	0.094	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.060
grater	0.102	0.000	0.061	0.204	0.024	0.156	0.050	0.000	0.063	0.255	0.000	0.232	0.019	0.000	0.131	0.000	0.000	0.012	0.233	0.000	0.000	0.000	0.038	0.000	0.039	0.000	0.000	0.018	0.000	0.016	1.000	0.068	0.033	0.000	0.110	0.047	0.114	0.055	0.015	0.226	0.000	0.369	0.000	0.536	0.000	0.083	0.000	0.096	0.000	0.340	0.000	0.000	0.000	0.000	0.020	0.034	0.068	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.048	0.207	0.258	0.000	0.000	0.515	0.388	0.000	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.537	0.000	0.000	0.024	0.040	0.021	0.077	0.000	0.103	0.096	0.033	0.000	0.058	0.000	0.097	0.000	0.151	0.056	0.000	0.020	0.000	0.048	0.032	0.063	0.014	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.229	0.000	0.000	0.040	0.000	0.301	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.046	0.242	0.000	0.074	0.011	0.014	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000	0.000	0.242	0.000	0.104	0.085	0.000	0.202	0.075	0.038	0.040	0.036	0.330	0.000	0.000	0.027	0.000	0.000	0.000	0.021	0.019	0.090	0.000	0.040	0.000	0.049	0.183	0.022	0.014	0.020	0.000	0.000	0.445	0.144	0.000	0.036	0.061	0.054	0.000	0.012	0.000	0.000	0.165	0.000
grenade	0.021	0.000	0.012	0.027	0.035	0.032	0.072	0.000	0.091	0.047	0.161	0.021	0.027	0.000	0.000	0.186	0.000	0.018	0.047	0.000	0.000	0.000	0.055	0.000	0.057	0.020	0.000	0.185	0.037	0.200	0.068	1.000	0.048	0.000	0.251	0.069	0.017	0.080	0.022	0.077	0.000	0.161	0.000	0.087	0.000	0.017	0.000	0.010	0.157	0.048	0.000	0.000	0.176	0.000	0.029	0.050	0.100	0.000	0.142	0.053	0.000	0.000	0.000	0.051	0.010	0.021	0.094	0.000	0.000	0.150	0.040	0.000	0.000	0.019	0.000	0.000	0.000	0.158	0.000	0.251	0.000	0.021	0.000	0.118	0.000	0.000	0.064	0.165	0.031	0.042	0.000	0.021	0.000	0.048	0.000	0.085	0.000	0.235	0.000	0.000	0.081	0.000	0.029	0.074	0.070	0.046	0.000	0.020	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.204	0.066	0.057	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.016	0.000	0.238	0.000	0.038	0.000	0.156	0.127	0.314	0.135	0.000	0.055	0.000	0.020	0.000	0.035	0.000	0.000	0.206	0.074	0.000	0.000	0.000	0.000	0.119	0.153	0.000	0.141	0.000	0.219	0.119	0.000	0.041	0.056	0.095	0.058	0.077	0.070	0.000	0.000	0.040	0.043	0.000	0.056	0.031	0.028	0.035	0.000	0.088	0.000	0.071	0.028	0.033	0.021	0.023	0.061	0.000	0.027	0.222	0.109	0.076	0.187	0.090	0.000	0.017	0.101	0.000	0.104	0.000
groundhog	0.000	0.068	0.000	0.000	0.259	0.000	0.114	0.076	0.144	0.033	0.072	0.000	0.362	0.000	0.000	0.086	0.000	0.029	0.000	0.236	0.000	0.246	0.150	0.098	0.673	0.276	0.000	0.040	0.000	0.037	0.033	0.048	1.000	0.000	0.000	0.108	0.000	0.398	0.190	0.058	0.000	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.225	0.000	0.000	0.046	0.078	0.157	0.416	0.090	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.151	0.000	0.000	0.000	0.425	0.000	0.000	0.000	0.042	0.000	0.179	0.139	0.000	0.000	0.000	0.055	0.093	0.048	0.000	0.000	0.000	0.000	0.475	0.073	0.201	0.000	0.000	0.000	0.000	0.664	0.250	0.095	0.000	0.320	0.073	0.000	0.123	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.041	0.118	0.032	0.000	0.000	0.000	0.000	0.333	0.000	0.151	0.476	0.000	0.000	0.000	0.225	0.000	0.026	0.000	0.000	0.076	0.000	0.138	0.000	0.062	0.105	0.079	0.100	0.000	0.000	0.149	0.000	0.122	0.112	0.000	0.000	0.000	0.000	0.246	0.111	0.000	0.110	0.000	0.000	0.000	0.000	0.056	0.000	0.419	0.000	0.000	0.086	0.291	0.476	0.000	0.055	0.000	0.063	0.000	0.000	0.071	0.473	0.468	0.000	0.000	0.091	0.000	0.179	0.000	0.051	0.218	0.000	0.080	0.114	0.000	0.000	0.000	0.171	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.231
guitar	0.000	0.000	0.000	0.000	0.000	0.164	0.000	0.000	0.000	0.453	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.034	0.000	0.000	0.201	0.771	0.000	0.763	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.195	0.042	0.000	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.218	0.000	0.000	0.133	0.000	0.000	0.000	0.000	0.484	0.000	0.000	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.373	0.000	0.000	0.187	0.000	0.128	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.000	0.000
gun	0.073	0.000	0.029	0.063	0.000	0.074	0.000	0.000	0.047	0.060	0.000	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.110	0.251	0.000	0.000	1.000	0.000	0.055	0.000	0.000	0.095	0.000	0.334	0.000	0.127	0.000	0.167	0.000	0.022	0.000	0.113	0.030	0.000	0.000	0.000	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.049	0.106	0.077	0.000	0.210	0.094	0.027	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.027	0.000	0.195	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.049	0.000	0.000	0.034	0.000	0.000	0.339	0.000	0.045	0.000	0.000	0.000	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.000	0.000	0.031	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.090	0.098	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.098	0.000	0.035	0.000	0.071	0.109	0.000	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.000	0.000	0.114	0.000	0.802	0.000	0.000	0.096	0.088	0.000	0.000	0.031	0.089	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.066	0.024	0.000	0.000	0.000	0.037	0.066	0.000	0.000	0.000	0.028	0.072	0.062	0.587	0.000	0.000	0.758	0.026	0.000	0.000	0.038	0.000	0.126	0.000
guppy	0.000	0.000	0.000	0.000	0.077	0.000	0.162	0.000	0.204	0.047	0.000	0.000	0.061	0.000	0.000	0.220	0.000	0.041	0.000	0.000	0.000	0.000	0.713	0.000	0.127	0.000	0.000	0.057	0.000	0.053	0.047	0.069	0.108	0.000	0.000	1.000	0.000	0.179	0.049	0.082	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.111	0.223	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.000	0.000	0.093	0.000	0.724	0.000	0.078	0.132	0.069	0.000	0.000	0.000	0.000	0.107	0.000	0.862	0.000	0.000	0.000	0.000	0.181	0.000	0.064	0.000	0.156	0.104	0.000	0.046	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000	0.328	0.046	0.000	0.000	0.000	0.000	0.456	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.150	0.113	0.065	0.000	0.000	0.134	0.000	0.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.000	0.000	0.000	0.079	0.000	0.359	0.000	0.000	0.122	0.130	0.118	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.069	0.062	0.000	0.000	0.129	0.000	0.159	0.000	0.073	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000
hammer	0.036	0.000	0.021	0.047	0.000	0.104	0.000	0.000	0.000	0.060	0.000	0.068	0.000	0.000	0.029	0.000	0.016	0.000	0.134	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.114	0.017	0.000	0.034	0.055	0.000	1.000	0.000	0.000	0.071	0.014	0.067	0.019	0.342	0.000	0.078	0.000	0.359	0.000	0.084	0.000	0.000	0.000	0.000	0.022	0.000	0.044	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.077	0.079	0.000	0.013	0.098	0.092	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.354	0.000	0.000	0.000	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.028	0.000	0.000	0.000	0.022	0.000	0.000	0.142	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.112	0.000	0.154	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.139	0.000	0.026	0.040	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.051	0.000	0.000	0.000	0.129	0.000	0.000	0.085	0.026	0.060	0.000	0.000	0.381	0.026	0.000	0.000	0.000	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.091	0.000	0.000	0.057	0.000	0.321	0.000	0.000	0.045	0.000	0.000	0.046	0.084	0.000	0.000	0.077	0.019	0.000	0.000	0.074	0.053	0.058	0.000
hamster	0.000	0.041	0.000	0.000	0.269	0.000	0.210	0.045	0.237	0.055	0.023	0.000	0.435	0.000	0.000	0.079	0.000	0.047	0.000	0.140	0.000	0.284	0.323	0.059	0.554	0.135	0.000	0.066	0.000	0.075	0.055	0.080	0.398	0.000	0.000	0.179	0.000	1.000	0.337	0.095	0.000	0.000	0.000	0.085	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.184	0.000	0.000	0.075	0.129	0.259	0.233	0.229	0.137	0.000	0.000	0.000	0.000	0.000	0.000	0.127	0.000	0.000	0.000	0.000	0.170	0.000	0.000	0.000	0.183	0.000	0.000	0.000	0.070	0.000	0.239	0.100	0.000	0.000	0.000	0.091	0.153	0.080	0.000	0.000	0.000	0.000	0.308	0.061	0.261	0.000	0.000	0.000	0.000	0.375	0.208	0.090	0.000	0.518	0.121	0.000	0.082	0.000	0.013	0.000	0.045	0.017	0.000	0.000	0.013	0.071	0.053	0.000	0.000	0.000	0.000	0.387	0.000	0.079	0.254	0.000	0.013	0.000	0.150	0.000	0.257	0.000	0.000	0.045	0.009	0.108	0.015	0.103	0.174	0.131	0.060	0.000	0.000	0.123	0.000	0.148	0.067	0.000	0.000	0.000	0.000	0.218	0.078	0.044	0.182	0.000	0.000	0.000	0.000	0.092	0.000	0.233	0.000	0.000	0.142	0.355	0.366	0.000	0.017	0.000	0.104	0.000	0.000	0.100	0.330	0.297	0.000	0.000	0.150	0.000	0.206	0.000	0.085	0.366	0.000	0.135	0.068	0.000	0.000	0.000	0.164	0.000	0.000	0.016	0.087	0.000	0.000	0.000	0.139
hare	0.000	0.023	0.000	0.000	0.246	0.025	0.051	0.026	0.089	0.015	0.025	0.000	0.532	0.021	0.021	0.218	0.000	0.049	0.000	0.100	0.000	0.246	0.061	0.062	0.384	0.068	0.000	0.018	0.000	0.110	0.015	0.022	0.190	0.000	0.000	0.049	0.000	0.337	1.000	0.026	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.240	0.000	0.000	0.021	0.145	0.070	0.230	0.135	0.037	0.000	0.000	0.000	0.000	0.159	0.000	0.035	0.044	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.174	0.000	0.000	0.000	0.019	0.032	0.177	0.082	0.000	0.024	0.000	0.025	0.042	0.022	0.000	0.000	0.000	0.088	0.254	0.025	0.083	0.000	0.048	0.000	0.000	0.164	0.265	0.037	0.084	0.274	0.033	0.000	0.075	0.000	0.036	0.000	0.012	0.000	0.000	0.000	0.014	0.040	0.014	0.036	0.000	0.000	0.061	0.281	0.000	0.073	0.179	0.000	0.000	0.000	0.224	0.054	0.012	0.000	0.000	0.039	0.000	0.083	0.013	0.093	0.047	0.036	0.055	0.000	0.000	0.099	0.000	0.107	0.074	0.033	0.000	0.000	0.000	0.182	0.038	0.011	0.050	0.000	0.000	0.000	0.000	0.025	0.015	0.113	0.000	0.000	0.039	0.241	0.221	0.000	0.019	0.000	0.028	0.000	0.000	0.025	0.425	0.201	0.000	0.000	0.041	0.000	0.073	0.000	0.023	0.248	0.000	0.102	0.039	0.000	0.000	0.000	0.147	0.000	0.000	0.000	0.012	0.000	0.000	0.101	0.092
